image_id,label,label_pred,prob_0,prob_1,prob_2,prob_3,prob_4,pred_label,pred_confidence,entropy,true_label_probability,is_correct,selection_group
2278166989.jpg,1,1,0.002372465194,0.984305322,0.003095237806,0.00828102704,0.00194592694,1,0.984305322,0.0996375775478438,0.984305322,True,correct_high_conf
1004389140.jpg,1,1,0.00366975804412,0.97869008,0.00438043121336,0.008885935032,0.0043737685108,1,0.97869008,0.13117797152484545,0.97869008,True,correct_high_conf
240110902.jpg,3,3,0.0070148925,0.006115336984,0.007622130582,0.9738733,0.005374330189,3,0.9738733,0.15700162853661914,0.9738733,True,correct_high_conf
3401928000.jpg,1,1,0.0071296093712,0.97387122,0.006406534212,0.0075134087,0.005079231082,1,0.97387122,0.15696552363158306,0.97387122,True,correct_high_conf
1181473732.jpg,1,1,0.00587823593,0.972567492,0.007803839576,0.0082724614,0.00547796411,1,0.972567492,0.16330828799813835,0.972567492,True,correct_high_conf
630240307.jpg,3,3,0.0069553622599999,0.005879941788,0.008123882402,0.97223752,0.006803317342,3,0.97223752,0.1651807342454492,0.97223752,True,correct_high_conf
1654084150.jpg,2,2,0.00676029454,0.00780548392,0.016451171,0.9593986,0.00958442806,3,0.9593986,0.2235399173677463,0.016451171,False,wrong_high_conf
3254381404.jpg,2,2,0.007486519744,0.0071536979104,0.026736088,0.9505287,0.00809502328,3,0.9505287,0.256031885809218,0.026736088,False,wrong_high_conf
602031471.jpg,3,3,0.0091240171,0.0104262841,0.938848852,0.0091105548,0.0324902896,2,0.938848852,0.30381825552524766,0.0091105548,False,wrong_high_conf
2074036389.jpg,2,2,0.007126259964,0.0128805856,0.026327896,0.938141304,0.01552392202,3,0.938141304,0.3116142909946343,0.026327896,False,wrong_high_conf
2191616657.jpg,4,4,0.00886590528,0.0120522385,0.00900589292,0.929065184,0.0410107887999999,3,0.929065184,0.3369081574999707,0.0410107887999999,False,wrong_high_conf
2203540560.jpg,3,3,0.007533823416,0.926273556,0.008891505656,0.02577953664,0.0315215894,1,0.926273556,0.35303759057241935,0.02577953664,False,wrong_high_conf
1330510466.jpg,2,2,0.0982334156,0.2435265284,0.184269058,0.2240629519999999,0.249908,4,0.249908,1.5652927934115182,0.184269058,False,uncertain
2202563232.jpg,4,4,0.138042082,0.154671532,0.147897924,0.301119036,0.2582694359999999,3,0.301119036,1.5557555348978276,0.2582694359999999,False,uncertain
1501728003.jpg,0,0,0.2784939,0.16383281,0.090719342,0.102595148,0.364358806,4,0.364358806,1.4715669300173748,0.2784939,False,uncertain
824811574.jpg,1,1,0.240108106,0.282183948,0.0602938742,0.312891876,0.104522198,3,0.312891876,1.4685055812743375,0.282183948,False,uncertain
2333079073.jpg,4,4,0.0800547978,0.2727619999999999,0.0737108696,0.259048886,0.314423456,4,0.314423456,1.4624108419424926,0.314423456,True,uncertain
2854111497.jpg,1,1,0.330754504,0.3204912359999999,0.151986882,0.1320430179999999,0.0647243532,0,0.330754504,1.461492712917743,0.3204912359999999,False,uncertain
602031471.jpg,3,3,0.0091240171,0.0104262841,0.938848852,0.0091105548,0.0324902896,2,0.938848852,0.30381825552524766,0.0091105548,False,low_true_prob
3822534983.jpg,2,2,0.01063089792,0.060891185,0.01061025238,0.906713224,0.0111544145,3,0.906713224,0.4058972827275894,0.01061025238,False,low_true_prob
783577117.jpg,3,3,0.02166500404,0.7746063999999999,0.01378907792,0.0121426888,0.177796801,1,0.7746063999999999,0.7005640085860774,0.0121426888,False,low_true_prob
3819082104.jpg,1,1,0.010665934602,0.01516040292,0.905485138,0.04071182584,0.02797668324,2,0.905485138,0.432222886091233,0.01516040292,False,low_true_prob
