image_id,label,prob_0,prob_1,prob_2,prob_3,prob_4,pred_label,pred_confidence,entropy,true_label_probability,is_correct
3203412332.jpg,0,0.1633759296,0.0655134976,0.1914,0.0191823202,0.560528242,4,0.560528242,1.1913227497044003,0.1633759296,False
1652157522.jpg,0,0.2347675524,0.386167528,0.0192077102,0.211341392,0.148515838,1,0.386167528,1.3952781749074006,0.2347675524,False
3944841972.jpg,0,0.876214984,0.053328791,0.018710498,0.0169337838,0.0348119364,0,0.876214984,0.5325056914576161,0.876214984,True
1081992369.jpg,1,0.0210521078,0.8295896039999999,0.0647646648,0.01106347778,0.0735301304,1,0.8295896039999999,0.6552740978462122,0.8295896039999999,True
2923119977.jpg,1,0.1700463052,0.407615492,0.011267979958,0.03124533698,0.379824892,1,0.407615492,1.1936012779299405,0.407615492,True
1234375577.jpg,1,0.0222310756,0.81999793,0.0686816972,0.0760887007999999,0.01300058676,1,0.81999793,0.6837490155340907,0.81999793,True
410291053.jpg,2,0.010451506915,0.00990229048,0.8853750220000001,0.07285445536,0.02141673868,2,0.8853750220000001,0.4743015157277003,0.8853750220000001,True
3089605566.jpg,2,0.1145775987999999,0.01377072376,0.829109442,0.0215202676,0.0210219648,2,0.829109442,0.6264227624657919,0.829109442,True
4122820167.jpg,2,0.125713537,0.0312595852,0.2710142132,0.0678535092,0.504159136,4,0.504159136,1.2506915468200153,0.2710142132,False
1277789680.jpg,3,0.006663338367,0.00893540824264,0.0173673097,0.959829426,0.007204528679,3,0.959829426,0.22083132021141666,0.959829426,True
2151059050.jpg,3,0.008647892804,0.0177304681,0.0176503498,0.947881042,0.0080902216038,3,0.947881042,0.2735412770368396,0.947881042,True
1761544079.jpg,3,0.0138743303352,0.01386612258,0.04301229,0.917006848,0.012240418687,3,0.917006848,0.3873466970655256,0.917006848,True
672149291.jpg,4,0.0274311124,0.062909906,0.097348124,0.01415849822,0.79815232,4,0.79815232,0.7396522385648616,0.79815232,True
3562291336.jpg,4,0.074669622,0.105988788,0.02057061346,0.0202565818,0.7785144239999999,4,0.7785144239999999,0.7854224248485522,0.7785144239999999,True
653958117.jpg,4,0.00496842332,0.0246999103,0.124686206,0.0526455036,0.79299998,4,0.79299998,0.7162797927691448,0.79299998,True
