image_id,label,prob_0,prob_1,prob_2,prob_3,prob_4,pred_label,pred_confidence,entropy,true_label_probability,is_correct
1330510466.jpg,2,0.0982334156,0.2435265284,0.184269058,0.2240629519999999,0.249908,4,0.249908,1.5652927934115182,0.184269058,False
2202563232.jpg,4,0.138042082,0.154671532,0.147897924,0.301119036,0.2582694359999999,3,0.301119036,1.5557555348978276,0.2582694359999999,False
1501728003.jpg,0,0.2784939,0.16383281,0.090719342,0.102595148,0.364358806,4,0.364358806,1.4715669300173748,0.2784939,False
824811574.jpg,1,0.240108106,0.282183948,0.0602938742,0.312891876,0.104522198,3,0.312891876,1.4685055812743375,0.282183948,False
2333079073.jpg,4,0.0800547978,0.2727619999999999,0.0737108696,0.259048886,0.314423456,4,0.314423456,1.4624108419424926,0.314423456,True
2854111497.jpg,1,0.330754504,0.3204912359999999,0.151986882,0.1320430179999999,0.0647243532,0,0.330754504,1.461492712917743,0.3204912359999999,False
3976477069.jpg,4,0.2372873919999999,0.37814696,0.1470519264,0.0445937208,0.192920016,1,0.37814696,1.4471051273757145,0.192920016,False
1242441980.jpg,3,0.1365203655999999,0.3953093079999999,0.064119936,0.264886012,0.1391643739999999,1,0.3953093079999999,1.4412045935777529,0.264886012,False
2821817333.jpg,2,0.128937688,0.03592811204,0.349828264,0.244618564,0.240687364,2,0.349828264,1.4382907718201428,0.349828264,True
2705189411.jpg,1,0.0235042736,0.2037741639999999,0.1606834636,0.345771026,0.266267072,3,0.345771026,1.4256281695021327,0.2037741639999999,False
354906125.jpg,3,0.0614911744,0.212521232,0.31261582,0.3392062999999999,0.0741654784,3,0.3392062999999999,1.4237984260435141,0.3392062999999999,True
4153020952.jpg,4,0.0124210647,0.29651869,0.242227618,0.1791372,0.2696954259999999,1,0.29651869,1.4198891914891918,0.2696954259999999,False
2199920986.jpg,1,0.350175694,0.178186864,0.01515718042,0.2066092823999999,0.249870988,0,0.350175694,1.4106338941289376,0.178186864,False
2791918976.jpg,4,0.1579345476,0.24685934,0.0476553048,0.1277496708,0.41980114,4,0.41980114,1.409116740072534,0.41980114,True
4103433070.jpg,4,0.0397381022,0.38472836,0.137453903,0.145361104,0.292718528,1,0.38472836,1.4083965013342374,0.292718528,False
388808106.jpg,4,0.0356678456,0.168343998,0.127191778,0.26910923,0.3996871780000001,4,0.3996871780000001,1.4009074966482797,0.3996871780000001,True
