image_id,label,prob_0,prob_1,prob_2,prob_3,prob_4,pred_label,pred_confidence,entropy,true_label_probability,is_correct
602031471.jpg,3,0.0091240171,0.0104262841,0.938848852,0.0091105548,0.0324902896,2,0.938848852,0.30381825552524766,0.0091105548,False
3822534983.jpg,2,0.01063089792,0.060891185,0.01061025238,0.906713224,0.0111544145,3,0.906713224,0.4058972827275894,0.01061025238,False
783577117.jpg,3,0.02166500404,0.7746063999999999,0.01378907792,0.0121426888,0.177796801,1,0.7746063999999999,0.7005640085860774,0.0121426888,False
3819082104.jpg,1,0.010665934602,0.01516040292,0.905485138,0.04071182584,0.02797668324,2,0.905485138,0.432222886091233,0.01516040292,False
1654084150.jpg,2,0.00676029454,0.00780548392,0.016451171,0.9593986,0.00958442806,3,0.9593986,0.2235399173677463,0.016451171,False
72925791.jpg,0,0.0183968658,0.06945577,0.0670241528,0.0396794912,0.80544371,4,0.80544371,0.7422054030955225,0.0183968658,False
1057462029.jpg,0,0.018590151,0.714403412,0.0172571954,0.0253467776,0.224402472,1,0.714403412,0.8128790975493028,0.018590151,False
1553857773.jpg,2,0.0870985212,0.56767327,0.020195847758,0.01226751406,0.312764824,1,0.56767327,1.0303289821806052,0.020195847758,False
4149113936.jpg,2,0.040328061,0.0252249189,0.022330815,0.195840644,0.7162755999999999,4,0.7162755999999999,0.8655277514729575,0.022330815,False
1959916308.jpg,4,0.914736904,0.0446624196,0.00994967756,0.0080844496419999,0.0225665018,0,0.914736904,0.39073450858016706,0.0225665018,False
3168989288.jpg,0,0.0229164132,0.0594735844,0.0602776624,0.3042194996,0.553112828,4,0.553112828,1.1132580276051542,0.0229164132,False
3689984405.jpg,1,0.0205290526,0.0237429782,0.022903194,0.0124801603,0.920344624,4,0.920344624,0.3861807724289006,0.0237429782,False
3878495459.jpg,3,0.01417691458,0.0144300476599999,0.0419543334,0.0243650034,0.905073692,4,0.905073692,0.4353218275868204,0.0243650034,False
832729024.jpg,4,0.00913753208,0.1349018296,0.01305105496,0.8181137,0.02479588298,3,0.8181137,0.6256793746594564,0.02479588298,False
2338166652.jpg,3,0.00828840502,0.892144504,0.0129059412,0.025636653,0.0610245041999999,1,0.892144504,0.4622647347252452,0.025636653,False
2203540560.jpg,3,0.007533823416,0.926273556,0.008891505656,0.02577953664,0.0315215894,1,0.926273556,0.35303759057241935,0.02577953664,False
